,JANE
<eol> sorry earlier,0.0
sorry earlier thinking,0.0
earlier thinking </eol>,0.0
<eol> someone fun,0.0
need help </eol>,0.0
<eol> leave key,0.0
leave key see,0.0
key see magic,0.0
see magic </eol>,0.0
magic </eol> </eol>,0.0
<eol> everything back,0.0
everything back normal,0.0
back normal </eol>,0.0
like nothing ever,0.0
curler overnight </eol>,0.0
left heated curler,0.0
start playing,0.0
meeting left heated,0.0
playing happy,0.0
oh tanya,0.0
tanya never,0.0
never free,0.0
free dream,0.0
dream </eol>,0.0
<eol> pretty wasted,0.0
pretty wasted go,0.0
wasted go </eol>,0.0
<eol> penny </eol>,0.0
penny </eol> </eol>,0.0
<eol> come want,0.0
come want leave,0.0
want leave thing,0.0
leave thing like,0.0
thing like last,0.0
like last night,0.0
<eol> important got,0.0
important got vital,0.0
got vital meeting,0.0
vital meeting left,0.0
worry thing,0.0
day worry,0.0
talk day,0.0
help forget,0.0
place empty,0.0
empty </eol>,0.0
hang earlier,0.0
drink later,0.0
later come,0.0
come spend,0.0
max like,0.0
like jungle,0.0
jungle book,0.0
book eye,0.0
eye people,0.0
people fall,0.0
fall spell,0.0
<eol> sounding,0.0
sounding note,0.0
note warning,0.0
warning mean,0.0
mean talked,0.0
talked well,0.0
well wonder,0.0
wonder got,0.0
leave place,0.0
way help,0.0
trying talk,0.0
think way,0.0
know early,0.0
early wanted,0.0
wanted tohear,0.0
tohear voice,0.0
voice remind,0.0
remind whati,0.0
whati missing,0.0
come window,0.0
window hello,0.0
right belying,0.0
belying next,0.0
next feeling,0.0
feeling yourskin,0.0
yourskin thinking,0.0
thinking beautiful,0.0
look morning,0.0
<eol> gorgeous,0.0
gorgeous like,0.0
like got,0.0
got care,0.0
care world,0.0
got stomach,0.0
stomach fallout,0.0
fallout </eol>,0.0
think problem,0.0
need u,0.0
take week,0.0
week month,0.0
month year,0.0
go last,0.0
night paper,0.0
paper control,0.0
control max,0.0
money signed,0.0
signed </eol>,0.0
hey hey,0.0
hey great,0.0
great convince,0.0
convince tanya,0.0
tell sleep,0.0
sleep please,0.0
mum phone,0.0
phone apparently,0.0
apparently go,0.0
home past,0.0
past bedtime,0.0
money need,0.0
max money,0.0
kick need,0.0
alright stalker,0.0
problem steven,0.0
steven beale,0.0
beale way,0.0
course going,0.0
going nip,0.0
nip give,0.0
love bird,0.0
bird privacy,0.0
privacy alright,0.0
stalker </eol>,0.0
home family,0.0
tanya playing,0.0
playing see,0.0
oh wake,0.0
true would,0.0
already done,0.0
done look,0.0
got everything,0.0
everything want,0.0
got home,0.0
drained bottle spill,0.0
spill </eol> </eol>,0.0
day worry thing,0.0
nothing say gonna,0.0
gonna change mind,0.0
fine way want,0.0
way want </eol>,0.0
<eol> <eol> deserves,0.0
<eol> deserves whatever,0.0
deserves whatever coming,0.0
whatever coming </eol>,0.0
<eol> max move,0.0
max move back,0.0
move back </eol>,0.0
<eol> need dragging,0.0
need dragging </eol>,0.0
dragging </eol> </eol>,0.0
<eol> call alright,0.0
call alright </eol>,0.0
<eol> <eol> visiting,0.0
<eol> visiting </eol>,0.0
visiting </eol> </eol>,0.0
<eol> think lying,0.0
think lying </eol>,0.0
<eol> well believe,0.0
say gonna change,0.0
<eol> nothing say,0.0
think like stace,0.0
get choice </eol>,0.0
bed eh gonna,0.0
eh gonna headache,0.0
gonna headache long,0.0
headache long </eol>,0.0
<eol> tanya need,0.0
tanya need money,0.0
need money losing,0.0
money losing kid,0.0
losing kid come,0.0
kid come enough,0.0
come enough </eol>,0.0
<eol> care manage,0.0
care manage let,0.0
manage let go,0.0
<eol> house </eol>,0.0
<eol> yeah hear,0.0
yeah hear thanks,0.0
hear thanks </eol>,0.0
<eol> made mind,0.0
made mind </eol>,0.0
<eol> get choice,0.0
well believe </eol>,0.0
like stace </eol>,0.0
crawl back bed,0.0
make sure get,0.0
<eol> realise going,0.0
realise going sit,0.0
going sit talk,0.0
sit talk laugh,0.0
talk laugh joke,0.0
laugh joke kid,0.0
joke kid gotta,0.0
kid gotta make,0.0
gotta make think,0.0
make think everything,0.0
think everything back,0.0
back normal feel,0.0
normal feel breath,0.0
feel breath neck,0.0
breath neck knowing,0.0
neck knowing want,0.0
knowing want let,0.0
want let back,0.0
let back bed,0.0
back bed tan,0.0
bed tan </eol>,0.0
sure get caught,0.0
hotel make sure,0.0
<eol> maybe want,0.0
meet hotel make,0.0
maybe want max,0.0
want max satisfaction,0.0
max satisfaction seeing,0.0
satisfaction seeing got,0.0
seeing got </eol>,0.0
<eol> forget stace,0.0
forget stace made,0.0
stace made choice,0.0
made choice problem,0.0
choice problem </eol>,0.0
<eol> <eol> careful,0.0
<eol> careful stace,0.0
careful stace remember,0.0
stace remember last,0.0
remember last set,0.0
last set secret,0.0
set secret got,0.0
secret got </eol>,0.0
<eol> turn sneak,0.0
turn sneak meet,0.0
sneak meet hotel,0.0
back bed eh,0.0
try crawl back,0.0
<eol> try stop,0.0
said abi stop,0.0
stop worrying </eol>,0.0
worrying </eol> </eol>,0.0
well know dr,0.0
know dr dolittle,0.0
dr dolittle </eol>,0.0
dolittle </eol> </eol>,0.0
<eol> said sleeping,0.0
said sleeping couch,0.0
sleeping couch </eol>,0.0
<eol> think believed,0.0
think believed </eol>,0.0
believed </eol> </eol>,0.0
<eol> sleep </eol>,0.0
<eol> care whether,0.0
care whether little,0.0
whether little plan,0.0
little plan work,0.0
plan work make,0.0
work make difference,0.0
make difference </eol>,0.0
<eol> want living,0.0
abi stop worrying,0.0
tissue said abi,0.0
living alright </eol>,0.0
need tissue said,0.0
put ground walk,0.0
ground walk way,0.0
walk way </eol>,0.0
<eol> reason know,0.0
reason know minute,0.0
know minute back,0.0
minute back door,0.0
back door back,0.0
door back old,0.0
back old self,0.0
old self lying,0.0
self lying cheating,0.0
lying cheating disposable,0.0
cheating disposable </eol>,0.0
disposable </eol> </eol>,0.0
yeah know sneezed,0.0
know sneezed </eol>,0.0
sneezed </eol> </eol>,0.0
<eol> <eol> marge,0.0
<eol> marge need,0.0
marge need tissue,0.0
want living alright,0.0
<eol> nice cosy,0.0
<eol> try crawl,0.0
<eol> swallowed bait,0.0
bait </eol> </eol>,0.0
<eol> well hook,0.0
well hook line,0.0
hook line sinker,0.0
line sinker well,0.0
sinker well done,0.0
well done </eol>,0.0
<eol> expect sit,0.0
expect sit piece,0.0
sit piece scum,0.0
piece scum run,0.0
scum run hand,0.0
run hand sorry,0.0
hand sorry tan,0.0
sorry tan like,0.0
tan like said,0.0
<eol> playing </eol>,0.0
<eol> take back,0.0
take back gloating,0.0
back gloating face,0.0
gloating face </eol>,0.0
swallowed bait </eol>,0.0
<eol> <eol> swallowed,0.0
nice cosy </eol>,0.0
nothing changed </eol>,0.0
cosy </eol> </eol>,0.0
<eol> move back,0.0
move back gonna,0.0
back gonna move,0.0
gonna move back,0.0
move back bed,0.0
<eol> sorry tanya,0.0
sorry tanya </eol>,0.0
<eol> actually stay,0.0
actually stay </eol>,0.0
<eol> <eol> complaining,0.0
<eol> complaining giving,0.0
complaining giving </eol>,0.0
giving </eol> </eol>,0.0
<eol> really even,0.0
really even know,0.0
even know want,0.0
know want mate,0.0
want mate </eol>,0.0
<eol> tanya nothing,0.0
tanya nothing changed,0.0
<eol> gonna enjoy,0.0
gonna enjoy getting,0.0
enjoy getting revenge,0.0
think problem steven,0.0
steven beale way,0.0
beale way </eol>,0.0
<eol> course going,0.0
course going nip,0.0
going nip give,0.0
nip give love,0.0
give love bird,0.0
love bird privacy,0.0
bird privacy alright,0.0
privacy alright stalker,0.0
alright stalker </eol>,0.0
stalker </eol> </eol>,0.0
<eol> tanya playing,0.0
tanya playing see,0.0
playing see </eol>,0.0
<eol> oh wake,0.0
oh wake </eol>,0.0
<eol> true would,0.0
true would already,0.0
would already done,0.0
already done look,0.0
problem steven beale,0.0
<eol> think problem,0.0
look got everything,0.0
fallout </eol> </eol>,0.0
come spend time,0.0
<eol> know max,0.0
know max like,0.0
max like jungle,0.0
like jungle book,0.0
jungle book eye,0.0
book eye people,0.0
eye people fall,0.0
people fall spell,0.0
fall spell </eol>,0.0
<eol> <eol> sounding,0.0
<eol> sounding note,0.0
sounding note warning,0.0
note warning mean,0.0
warning mean talked,0.0
mean talked well,0.0
talked well wonder,0.0
well wonder got,0.0
wonder got stomach,0.0
got stomach fallout,0.0
stomach fallout </eol>,0.0
done look got,0.0
got everything want,0.0
getting revenge </eol>,0.0
control max money,0.0
money signed </eol>,0.0
signed </eol> </eol>,0.0
<eol> hey hey,0.0
hey hey great,0.0
hey great convince,0.0
great convince tanya,0.0
convince tanya tell,0.0
tanya tell </eol>,0.0
tanya tell sleep,0.0
tell sleep please,0.0
sleep please </eol>,0.0
<eol> mum phone,0.0
mum phone apparently,0.0
phone apparently go,0.0
apparently go home,0.0
go home past,0.0
home past bedtime,0.0
past bedtime </eol>,0.0
know trying talk,0.0
trying talk day,0.0
talk day worry,0.0
max money signed,0.0
paper control max,0.0
everything want back,0.0
night paper control,0.0
want back got,0.0
back got home,0.0
got home family,0.0
home family </eol>,0.0
<eol> kick need,0.0
kick need max,0.0
need max money,0.0
max money need,0.0
money need u,0.0
need u together,0.0
u together </eol>,0.0
well long gonna,0.0
long gonna take,0.0
gonna take week,0.0
take week month,0.0
week month year,0.0
month year </eol>,0.0
<eol> eh go,0.0
eh go last,0.0
go last night,0.0
last night paper,0.0
later come spend,0.0
drink later come,0.0
get drink later,0.0
design local supermarket,0.0
oh well would,0.0
well would meant,0.0
would meant working,0.0
meant working bunch,0.0
working bunch lentil,0.0
bunch lentil muncher,0.0
lentil muncher anyway,0.0
muncher anyway </eol>,0.0
<eol> ok cool,0.0
ok cool want,0.0
cool want </eol>,0.0
<eol> keeping agreement,0.0
keeping agreement </eol>,0.0
well thought said,0.0
thought said gonna,0.0
said gonna age,0.0
gonna age </eol>,0.0
yeah know </eol>,0.0
<eol> taking mick,0.0
taking mick </eol>,0.0
mick </eol> </eol>,0.0
local supermarket </eol>,0.0
seeing design local,0.0
hang earlier </eol>,0.0
er seeing design,0.0
revenge </eol> </eol>,0.0
<eol> hey alright,0.0
hey alright popped,0.0
alright popped wish,0.0
popped wish luck,0.0
wish luck </eol>,0.0
<eol> er really,0.0
er really wanna,0.0
really wanna get,0.0
wanna get course,0.0
get course thing,0.0
course thing </eol>,0.0
get chance escape,0.0
chance escape miss,0.0
escape miss </eol>,0.0
nope think mr,0.0
think mr potato,0.0
mr potato head,0.0
potato head working,0.0
head working today,0.0
<eol> er seeing,0.0
<eol> gonna ask,0.0
gonna ask thing,0.0
yeah know max,0.0
know max happy,0.0
next feeling yourskin,0.0
feeling yourskin thinking,0.0
yourskin thinking beautiful,0.0
thinking beautiful look,0.0
beautiful look morning,0.0
look morning </eol>,0.0
<eol> <eol> gorgeous,0.0
<eol> gorgeous like,0.0
gorgeous like got,0.0
like got care,0.0
got care world,0.0
care world </eol>,0.0
well think way,0.0
think way help,0.0
way help forget,0.0
help forget </eol>,0.0
<eol> leave place,0.0
leave place empty,0.0
place empty </eol>,0.0
empty </eol> </eol>,0.0
<eol> hang earlier,0.0
belying next feeling,0.0
right belying next,0.0
<eol> right belying,0.0
time mean </eol>,0.0
max happy family,0.0
happy family heard,0.0
family heard </eol>,0.0
yeah back way,0.0
back way mean,0.0
way mean told,0.0
mean told whopper,0.0
told whopper time,0.0
whopper time mean,0.0
<eol> know early,0.0
window hello </eol>,0.0
know early wanted,0.0
early wanted tohear,0.0
wanted tohear voice,0.0
tohear voice remind,0.0
voice remind whati,0.0
remind whati missing,0.0
whati missing </eol>,0.0
<eol> come window,0.0
come window hello,0.0
day put ground,0.0
max day put,0.0
well max day,0.0
pill </eol> </eol>,0.0
hang wanna say,0.0
wanna say sorry,0.0
wish could </eol>,0.0
<eol> probably lock,0.0
probably lock </eol>,0.0
<eol> good good,0.0
good good day,0.0
good day know,0.0
day know </eol>,0.0
<eol> <eol> old,0.0
<eol> old man,0.0
old man square,0.0
man square </eol>,0.0
<eol> alright steady,0.0
alright steady coming,0.0
steady coming way,0.0
coming way interesting,0.0
way interesting though,0.0
interesting though eh,0.0
though eh </eol>,0.0
see anyway mean,0.0
<eol> hang wanna,0.0
taking pill </eol>,0.0
mean tell honestly,0.0
doubt taking pill,0.0
understand want </eol>,0.0
<eol> tell truth,0.0
tell truth </eol>,0.0
<eol> would lie,0.0
would lie </eol>,0.0
supposed go </eol>,0.0
<eol> think stacy,0.0
think stacy </eol>,0.0
stacy </eol> </eol>,0.0
<eol> going start,0.0
going start </eol>,0.0
<eol> <eol> innit,0.0
<eol> innit </eol>,0.0
<eol> must pretty,0.0
must pretty bad,0.0
pretty bad </eol>,0.0
<eol> stacey alright,0.0
stacey alright let,0.0
alright let know,0.0
<eol> <eol> doubt,0.0
<eol> doubt taking,0.0
anyway mean tell,0.0
tell honestly alright,0.0
got wondering </eol>,0.0
<eol> <eol> polite,0.0
<eol> wanted tanya,0.0
wanted tanya could,0.0
tanya could paid,0.0
could paid wanted,0.0
paid wanted get,0.0
wanted get </eol>,0.0
<eol> well find,0.0
well find mug,0.0
find mug make,0.0
mug make idiot,0.0
make idiot </eol>,0.0
yeah well need,0.0
well need yesterday,0.0
need yesterday ya,0.0
yesterday ya </eol>,0.0
<eol> point </eol>,0.0
<eol> idea long,0.0
idea long wanted,0.0
long wanted much,0.0
wanted much wanted,0.0
much wanted got,0.0
<eol> polite </eol>,0.0
like used </eol>,0.0
honestly alright meet,0.0
<eol> like used,0.0
alright meet first,0.0
meet first time,0.0
first time would,0.0
time would think,0.0
would think </eol>,0.0
<eol> oi looking,0.0
oi looking said,0.0
looking said gonna,0.0
said gonna call,0.0
gonna call </eol>,0.0
<eol> like drinking,0.0
like drinking death,0.0
drinking death </eol>,0.0
think know going,0.0
know going head,0.0
going head day,0.0
head day </eol>,0.0
<eol> called said,0.0
called said wanted,0.0
said wanted needed,0.0
wanted needed </eol>,0.0
would understand want,0.0
person would understand,0.0
way person would,0.0
<eol> stacey night,0.0
night night getting,0.0
night getting head,0.0
getting head much,0.0
head much could,0.0
much could stomach,0.0
could stomach oned,0.0
stomach oned day,0.0
oned day start,0.0
day start right,0.0
start right old,0.0
right old pop,0.0
old pop tried,0.0
pop tried hard,0.0
tried hard block,0.0
hard block kept,0.0
block kept getting,0.0
kept getting louder,0.0
getting louder louder,0.0
louder louder crack,0.0
louder crack lash,0.0
crack lash hard,0.0
stacey night night,0.0
tried </eol> </eol>,0.0
turned way person,0.0
<eol> tried </eol>,0.0
try stop kill,0.0
stop kill </eol>,0.0
c mon c,0.0
mon c mon,0.0
c mon one,0.0
mon one hit,0.0
one hit right,0.0
hit right temple,0.0
right temple case,0.0
temple case blow,0.0
case blow head,0.0
blow head good,0.0
head good knife,0.0
good knife bullet,0.0
knife bullet know,0.0
bullet know </eol>,0.0
<eol> much choice,0.0
much choice appreciate,0.0
choice appreciate lied,0.0
appreciate lied </eol>,0.0
lied </eol> </eol>,0.0
lash hard fast,0.0
hard fast bam,0.0
fast bam next,0.0
bam next day,0.0
<eol> caused fall,0.0
caused fall delayed,0.0
fall delayed reaction,0.0
delayed reaction fault,0.0
reaction fault every,0.0
fault every time,0.0
every time look,0.0
time look mirror,0.0
look mirror see,0.0
mirror see anger,0.0
see anger looking,0.0
anger looking back,0.0
looking back accusing,0.0
back accusing </eol>,0.0
accusing </eol> </eol>,0.0
<eol> right say,0.0
right say </eol>,0.0
want know left,0.0
know left stacey,0.0
left stacey turned,0.0
stacey turned way,0.0
<eol> <eol> caused,0.0
fell </eol> </eol>,0.0
sudden fell </eol>,0.0
<eol> dad builder,0.0
next day gone,0.0
day gone next,0.0
gone next day,0.0
day gone forever,0.0
gone forever </eol>,0.0
forever </eol> </eol>,0.0
<eol> dad killed,0.0
dad killed dad,0.0
killed dad </eol>,0.0
dad builder worked,0.0
jelly sudden fell,0.0
builder worked scaffolding,0.0
worked scaffolding friend,0.0
scaffolding friend told,0.0
friend told went,0.0
told went pale,0.0
went pale leg,0.0
pale leg turned,0.0
leg turned jelly,0.0
turned jelly sudden,0.0
wanted got wondering,0.0
<eol> well quite,0.0
yeah well max,0.0
going tanya </eol>,0.0
alright lunch cook,0.0
lunch cook u,0.0
cook u something,0.0
u something boil,0.0
something boil egg,0.0
boil egg </eol>,0.0
egg </eol> </eol>,0.0
<eol> take somewhere,0.0
take somewhere girl,0.0
somewhere girl oscar,0.0
girl oscar </eol>,0.0
<eol> alright take,0.0
alright take whatever,0.0
take whatever dish,0.0
whatever dish face,0.0
dish face whole,0.0
face whole time,0.0
whole time </eol>,0.0
<eol> right word,0.0
right word tell,0.0
word tell </eol>,0.0
<eol> alright lunch,0.0
mean going tanya,0.0
tanya tell need,0.0
somewhere mean going,0.0
night half square,0.0
half square know,0.0
square know </eol>,0.0
<eol> ashamed seen,0.0
ashamed seen oi,0.0
seen oi asked,0.0
oi asked question,0.0
asked question </eol>,0.0
<eol> tanya alright,0.0
tanya alright </eol>,0.0
well sorry answer,0.0
sorry answer call,0.0
answer call day,0.0
call day middle,0.0
day middle something,0.0
middle something </eol>,0.0
<eol> nah want,0.0
nah want mean,0.0
want mean getting,0.0
mean getting somewhere,0.0
getting somewhere mean,0.0
<eol> tanya tell,0.0
tell need </eol>,0.0
well quite frankly,0.0
em sound like,0.0
like category prisoner,0.0
category prisoner </eol>,0.0
prisoner </eol> </eol>,0.0
look got number,0.0
got number problem,0.0
number problem call,0.0
problem call </eol>,0.0
<eol> <eol> change,0.0
<eol> change oscar,0.0
change oscar ye,0.0
oscar ye e,0.0
ye e girl,0.0
e girl bed,0.0
girl bed dinner,0.0
bed dinner oven,0.0
dinner oven thought,0.0
oven thought run,0.0
thought run geography,0.0
run geography teacher,0.0
geography teacher something,0.0
teacher something </eol>,0.0
sound like category,0.0
making em sound,0.0
<eol> <eol> sorted,0.0
yeah making em,0.0
<eol> sorted yeah,0.0
sorted yeah </eol>,0.0
<eol> giving ya,0.0
giving ya let,0.0
ya let get,0.0
let get tanya,0.0
get tanya </eol>,0.0
<eol> go alright,0.0
<eol> something wrong,0.0
yeah course max,0.0
course max bothered,0.0
max bothered </eol>,0.0
bothered </eol> </eol>,0.0
<eol> sure fine,0.0
sure fine </eol>,0.0
<eol> always nervous,0.0
always nervous parent,0.0
nervous parent evening,0.0
parent evening </eol>,0.0
evening </eol> </eol>,0.0
<eol> yeah making,0.0
last night half,0.0
laugh last night,0.0
<eol> laugh last,0.0
well wanted happy,0.0
happy birthday right,0.0
birthday right </eol>,0.0
<eol> max say,0.0
max say </eol>,0.0
<eol> breakfast </eol>,0.0
<eol> <eol> mmmm,0.0
<eol> mmmm </eol>,0.0
mmmm </eol> </eol>,0.0
tan tan come,0.0
tan come </eol>,0.0
<eol> minute </eol>,0.0
<eol> know much,0.0
know much get,0.0
much get something,0.0
<eol> <eol> birthday,0.0
<eol> birthday allowed,0.0
birthday allowed enjoy,0.0
allowed enjoy tanya,0.0
enjoy tanya look,0.0
tanya look take,0.0
look take easy,0.0
wanted happy birthday,0.0
<eol> well wanted,0.0
appearance bother </eol>,0.0
gonna breakfast bed,0.0
quite frankly feel,0.0
frankly feel little,0.0
feel little bit,0.0
little bit used,0.0
bit used good,0.0
used good way,0.0
good way </eol>,0.0
oh come tanya,0.0
come tanya ya,0.0
tanya ya let,0.0
ya let pretend,0.0
let pretend eh,0.0
pretend eh </eol>,0.0
well want getting,0.0
want getting </eol>,0.0
<eol> think scared,0.0
think scared </eol>,0.0
<eol> well convince,0.0
well convince </eol>,0.0
convince </eol> </eol>,0.0
<eol> gonna breakfast,0.0
take easy yeah,0.0
easy yeah </eol>,0.0
<eol> jane right,0.0
jane right maybe,0.0
gonna talk pretend,0.0
talk pretend happen,0.0
pretend happen either,0.0
happen either mean,0.0
either mean one,0.0
mean one minute,0.0
one minute fine,0.0
minute fine next,0.0
fine next minute,0.0
next minute old,0.0
minute old maxie,0.0
old maxie turn,0.0
maxie turn place,0.0
